"x","y","z"
-110.541665508337,36.708334345,2092.1472
-110.499998838337,36.708334345,2084.2224
-110.458332168337,36.708334345,2207.9712
-110.416665498337,36.708334345,2070.2016
-110.374998828337,36.708334345,1814.1696
-110.333332158337,36.708334345,1785.2136
-110.291665488337,36.708334345,1775.1552
-110.249998818337,36.708334345,1748.9424
-110.208332148337,36.708334345,1730.9592
-110.166665478337,36.708334345,1690.116
-110.124998808337,36.708334345,1684.9344
-110.083332138337,36.708334345,1704.1368
-110.041665468337,36.708334345,1704.1368
-109.999998798337,36.708334345,1698.9552
-109.958332128337,36.708334345,1718.1576
-109.916665458337,36.708334345,1680.972
-109.874998788337,36.708334345,1589.2272
-109.833332118337,36.708334345,1577.9496
-109.791665448337,36.708334345,1602.9432
-109.749998778337,36.708334345,1622.1456
-109.708332108337,36.708334345,1648.0536
-109.666665438337,36.708334345,1621.2312
-109.624998768337,36.708334345,1527.9624
-109.583332098337,36.708334345,1593.1896
-109.541665428337,36.708334345,1659.0264
-109.499998758337,36.708334345,1718.1576
-109.458332088337,36.708334345,1818.132
-109.416665418337,36.708334345,1886.1024
-109.374998748337,36.708334345,1779.1176
-109.333332078337,36.708334345,1805.94
-109.291665408337,36.708334345,1889.1504
-109.249998738337,36.708334345,2110.1304
-109.208332068337,36.708334345,2092.1472
-109.166665398337,36.708334345,2036.9784
-109.124998728337,36.708334345,1947.0624
-109.083332058337,36.708334345,1823.0088
-109.041665388337,36.708334345,1722.12
-108.999998718337,36.708334345,1687.068
-108.958332048337,36.708334345,1700.1744
-108.916665378337,36.708334345,1637.9952
-108.874998708337,36.708334345,1602.0288
-108.833332038337,36.708334345,1630.9848
-108.791665368337,36.708334345,1622.1456
-108.749998698337,36.708334345,1598.9808
-108.708332028337,36.708334345,1577.9496
-108.666665358337,36.708334345,1575.2064
-108.624998688337,36.708334345,1565.148
-108.583332018337,36.708334345,1566.9768
-108.541665348337,36.708334345,1552.0416
-108.499998678337,36.708334345,1598.0664
-108.458332008337,36.708334345,1637.0808
-108.416665338337,36.708334345,1609.9536
-108.374998668337,36.708334345,1623.06
-108.333331998337,36.708334345,1630.0704
-108.291665328337,36.708334345,1680.972
-108.249998658337,36.708334345,1655.064
-108.208331988337,36.708334345,1630.0704
-108.166665318337,36.708334345,1639.2144
-108.124998648337,36.708334345,1646.2248
-108.083331978337,36.708334345,1675.1808
-108.041665308337,36.708334345,1693.164
-107.999998638337,36.708334345,1671.2184
-107.958331968337,36.708334345,1669.9992
-107.916665298337,36.708334345,1679.1432
-107.874998628337,36.708334345,1694.9928
-107.833331958337,36.708334345,1698.9552
-107.791665288337,36.708334345,1718.1576
-107.749998618337,36.708334345,1818.132
-107.708331948337,36.708334345,1970.2272
-107.666665278337,36.708334345,1984.248
-107.624998608337,36.708334345,2004.06
-107.583331938337,36.708334345,2020.2144
-107.541665268337,36.708334345,1971.1416
-107.499998598337,36.708334345,1958.0352
-107.458331928337,36.708334345,1964.1312
-107.416665258337,36.708334345,2028.1392
-107.374998588337,36.708334345,2029.968
-107.333331918337,36.708334345,2079.9552
-107.291665248337,36.708334345,2110.1304
-107.249998578337,36.708334345,2143.0488
-107.208331908337,36.708334345,2111.0448
-107.166665238337,36.708334345,2107.9968
-107.124998568337,36.708334345,2134.2096
-107.083331898337,36.708334345,2168.9568
-107.041665228337,36.708334345,2194.2552
-106.999998558337,36.708334345,2253.0816
-106.958331888337,36.708334345,2436.2664
-106.916665218337,36.708334345,2301.24
-106.874998548337,36.708334345,2202.18
-106.833331878337,36.708334345,2287.2192
-106.791665208337,36.708334345,2209.1904
-106.749998538337,36.708334345,2214.0672
-106.708331868337,36.708334345,2192.1216
-106.666665198337,36.708334345,2220.1632
-106.624998528337,36.708334345,2210.1048
-106.583331858337,36.708334345,2242.1088
-106.541665188337,36.708334345,2309.1648
-106.499998518337,36.708334345,2435.0472
-106.458331848337,36.708334345,2701.1376
-106.416665178337,36.708334345,3015.0816
-106.374998508337,36.708334345,2999.232
-106.333331838337,36.708334345,3040.0752
-106.291665168337,36.708334345,2976.0672
-106.249998498337,36.708334345,3021.1776
-106.208331828337,36.708334345,2891.028
-106.166665158337,36.708334345,2748.0768
-106.124998488337,36.708334345,2810.256
-106.083331818337,36.708334345,2803.2456
-106.041665148337,36.708334345,2655.1128
-105.999998478337,36.708334345,2550.2616
-105.958331808337,36.708334345,2487.168
-105.916665138337,36.708334345,2563.9776
-105.874998468337,36.708334345,2417.064
-105.833331798337,36.708334345,2349.0936
-105.791665128337,36.708334345,2321.9664
-105.749998458337,36.708334345,2321.052
-105.708331788337,36.708334345,2268.0168
-105.666665118337,36.708334345,2372.2584
-105.624998448337,36.708334345,2294.2296
-105.583331778337,36.708334345,2331.1104
-105.541665108337,36.708334345,2748.9912
-105.499998438337,36.708334345,2848.0512
-105.458331768337,36.708334345,2743.2
-105.416665098337,36.708334345,2750.2104
-105.374998428337,36.708334345,2990.088
-105.333331758337,36.708334345,3042.2088
-105.291665088337,36.708334345,2903.22
-105.249998418337,36.708334345,3084.2712
-105.208331748337,36.708334345,2917.2408
-105.166665078337,36.708334345,2677.0584
-105.124998408337,36.708334345,2555.1384
-105.083331738337,36.708334345,2455.164
-105.041665068337,36.708334345,2424.9888
-104.999998398337,36.708334345,2474.976
-104.958331728337,36.708334345,2404.2624
-104.916665058337,36.708334345,2359.152
-104.874998388337,36.708334345,2186.0256
-104.833331718337,36.708334345,2157.0696
-104.791665048337,36.708334345,2056.1808
-104.749998378337,36.708334345,2130.2472
-104.708331708337,36.708334345,2166.2136
-104.666665038337,36.708334345,2159.2032
-104.624998368337,36.708334345,1985.1624
-104.583331698337,36.708334345,1926.9456
-104.541665028337,36.708334345,1901.952
-104.499998358337,36.708334345,1883.9688
-104.458331688337,36.708334345,1907.1336
-104.416665018337,36.708334345,2032.1016
-104.374998348337,36.708334345,1950.1104
-104.333331678337,36.708334345,1997.0496
-104.291665008337,36.708334345,2074.164
-104.249998338337,36.708334345,2155.2408
-104.208331668337,36.708334345,2138.172
-104.166664998337,36.708334345,2217.1152
-104.124998328337,36.708334345,2123.2368
-104.083331658337,36.708334345,2097.024
-104.041664988337,36.708334345,2125.0656
-103.999998318337,36.708334345,2115.0072
-103.958331648337,36.708334345,2107.0824
-103.916664978337,36.708334345,2227.1736
-103.874998308337,36.708334345,2506.0656
-103.833331638337,36.708334345,2148.2304
-103.791664968337,36.708334345,1960.1688
-103.749998298337,36.708334345,1901.0376
-103.708331628337,36.708334345,1876.9584
-103.666664958337,36.708334345,1837.944
-103.624998288337,36.708334345,1803.1968
-103.583331618337,36.708334345,1757.172
-103.541664948337,36.708334345,1740.1032
-103.499998278337,36.708334345,1712.976
-103.458331608337,36.708334345,1675.1808
-103.416664938337,36.708334345,1655.064
-103.374998268337,36.708334345,1616.0496
-103.333331598337,36.708334345,1582.2168
-103.291664928337,36.708334345,1573.9872
-103.249998258337,36.708334345,1554.1752
-103.208331588337,36.708334345,1516.0752
-103.166664918337,36.708334345,1506.0168
-103.124998248337,36.708334345,1493.2152
-103.083331578337,36.708334345,1462.1256
-103.041664908337,36.708334345,1468.2216
-102.999998238337,36.708334345,1468.2216
-102.958331568337,36.708334345,1452.0672
-102.916664898337,36.708334345,1431.036
-102.874998228337,36.708334345,1417.0152
-102.833331558337,36.708334345,1395.0696
-102.791664888337,36.708334345,1373.124
-102.749998218337,36.708334345,1359.1032
-102.708331548337,36.708334345,1340.2056
-102.666664878337,36.708334345,1315.212
-102.624998208337,36.708334345,1299.972
-102.583331538337,36.708334345,1285.9512
-102.541664868337,36.708334345,1276.1976
-102.499998198337,36.708334345,1264.92
-102.458331528337,36.708334345,1252.1184
-102.416664858337,36.708334345,1235.964
-102.374998188337,36.708334345,1226.2104
-102.333331518337,36.708334345,1219.2
-102.291664848337,36.708334345,1217.0664
-102.249998178337,36.708334345,1202.1312
-102.208331508337,36.708334345,1182.9288
-102.166664838337,36.708334345,1164.9456
-102.124998168337,36.708334345,1157.0208
-102.083331498337,36.708334345,1150.9248
-102.041664828337,36.708334345,1125.9312
-101.999998158337,36.708334345,1110.996
-101.958331488337,36.708334345,1093.9272
-101.916664818337,36.708334345,1082.04
-101.874998148337,36.708334345,1067.1048
-101.833331478337,36.708334345,1050.036
-101.791664808337,36.708334345,1027.176
-101.749998138337,36.708334345,995.172
-101.708331468337,36.708334345,974.1408
-101.666664798337,36.708334345,967.1304
-101.624998128337,36.708334345,943.9656
-101.583331458337,36.708334345,936.0408
-101.541664788337,36.708334345,922.02
-101.499998118337,36.708334345,918.0576
-101.458331448337,36.708334345,926.8968
-101.416664778337,36.708334345,922.02
-101.374998108337,36.708334345,922.9344
-101.333331438337,36.708334345,908.9136
-101.291664768337,36.708334345,882.0912
-101.249998098337,36.708334345,858.012
-101.208331428337,36.708334345,868.9848
-101.166664758337,36.708334345,860.1456
-101.124998088337,36.708334345,865.0224
-101.083331418337,36.708334345,856.1832
-101.041664748337,36.708334345,844.9056
-100.999998078337,36.708334345,840.0288
-100.958331408337,36.708334345,836.0664
-100.916664738337,36.708334345,801.0144
-100.874998068337,36.708334345,793.0896
-100.833331398337,36.708334345,829.056
-100.791664728337,36.708334345,832.104
-100.749998058337,36.708334345,847.9536
-100.708331388337,36.708334345,829.9704
-100.666664718337,36.708334345,840.0288
-100.624998048337,36.708334345,821.1312
-100.583331378337,36.708334345,818.9976
-100.541664708337,36.708334345,824.1792
-100.499998038337,36.708334345,799.1856
-100.458331368337,36.708334345,753.1608
-100.416664698337,36.708334345,779.9832
-100.374998028337,36.708334345,775.1064
-100.333331358337,36.708334345,750.1128
-100.291664688337,36.708334345,754.9896
-100.249998018337,36.708334345,740.0544
-100.208331348337,36.708334345,733.044
-100.166664678337,36.708334345,747.9792
-100.124998008337,36.708334345,735.1776
-100.083331338337,36.708334345,714.1464
-100.041664668337,36.708334345,687.9336
-99.999997998337,36.708334345,683.9712
-99.958331328337,36.708334345,680.9232
-99.916664658337,36.708334345,658.0632
-99.874997988337,36.708334345,643.128
-99.833331318337,36.708334345,655.9296
-99.791664648337,36.708334345,672.084
-99.749997978337,36.708334345,679.0944
-99.708331308337,36.708334345,671.1696
-99.666664638337,36.708334345,643.128
-99.624997968337,36.708334345,630.936
-99.583331298337,36.708334345,601.98
-99.541664628337,36.708334345,572.1096
-99.499997958337,36.708334345,562.9656
-99.458331288337,36.708334345,551.9928
-99.416664618337,36.708334345,555.9552
-99.374997948337,36.708334345,545.8968
-99.333331278337,36.708334345,534.0096
-99.291664608337,36.708334345,544.068
-99.249997938337,36.708334345,533.0952
-99.208331268337,36.708334345,540.1056
-99.166664598337,36.708334345,530.9616
-99.124997928337,36.708334345,505.968
-99.083331258337,36.708334345,477.9264
-99.041664588337,36.708334345,466.9536
-98.999997918337,36.708334345,483.108
-110.999998878337,36.750001015,1735.2264
-110.958332208337,36.750001015,1776.984
-110.916665538337,36.750001015,1769.9736
-110.874998868337,36.750001015,1782.1656
-110.833332198337,36.750001015,1648.0536
-110.791665528337,36.750001015,1734.0072
-110.749998858337,36.750001015,1822.0944
-110.708332188337,36.750001015,2092.1472
-110.666665518337,36.750001015,2146.0968
-110.624998848337,36.750001015,2168.9568
-110.583332178337,36.750001015,2198.2176
-110.541665508337,36.750001015,2149.1448
-110.499998838337,36.750001015,2187.2448
-110.458332168337,36.750001015,2142.1344
-110.416665498337,36.750001015,2214.0672
-110.374998828337,36.750001015,1871.1672
-110.333332158337,36.750001015,1824.228
-110.291665488337,36.750001015,1794.9672
-110.249998818337,36.750001015,1750.1616
-110.208332148337,36.750001015,1704.1368
-110.166665478337,36.750001015,1676.0952
-110.124998808337,36.750001015,1647.1392
-110.083332138337,36.750001015,1644.0912
-110.041665468337,36.750001015,1650.1872
-109.999998798337,36.750001015,1627.9368
-109.958332128337,36.750001015,1654.1496
-109.916665458337,36.750001015,1666.0368
-109.874998788337,36.750001015,1605.0768
-109.833332118337,36.750001015,1589.2272
-109.791665448337,36.750001015,1561.1856
-109.749998778337,36.750001015,1609.0392
-109.708332108337,36.750001015,1618.1832
-109.666665438337,36.750001015,1526.1336
-109.624998768337,36.750001015,1531.9248
-109.583332098337,36.750001015,1658.112
-109.541665428337,36.750001015,1732.1784
-109.499998758337,36.750001015,1786.128
-109.458332088337,36.750001015,1791.0048
-109.416665418337,36.750001015,1762.9632
-109.374998748337,36.750001015,1700.1744
-109.333332078337,36.750001015,1815.084
-109.291665408337,36.750001015,1865.9856
-109.249998738337,36.750001015,2050.9992
-109.208332068337,36.750001015,2506.98
-109.166665398337,36.750001015,2405.1768
-109.124998728337,36.750001015,2053.1328
-109.083332058337,36.750001015,1915.0584
-109.041665388337,36.750001015,1778.2032
-108.999998718337,36.750001015,1729.1304
-108.958332048337,36.750001015,1605.0768
-108.916665378337,36.750001015,1613.0016
-108.874998708337,36.750001015,1575.2064
-108.833332038337,36.750001015,1562.1
-108.791665368337,36.750001015,1623.9744
-108.749998698337,36.750001015,1563.0144
-108.708332028337,36.750001015,1554.1752
-108.666665358337,36.750001015,1545.0312
-108.624998688337,36.750001015,1530.096
-108.583332018337,36.750001015,1526.1336
-108.541665348337,36.750001015,1552.0416
-108.499998678337,36.750001015,1541.9832
-108.458332008337,36.750001015,1556.004
-108.416665338337,36.750001015,1570.0248
-108.374998668337,36.750001015,1595.9328
-108.333331998337,36.750001015,1627.9368
-108.291665328337,36.750001015,1662.0744
-108.249998658337,36.750001015,1644.0912
-108.208331988337,36.750001015,1665.1224
-108.166665318337,36.750001015,1651.1016
-108.124998648337,36.750001015,1711.1472
-108.083331978337,36.750001015,1744.0656
-108.041665308337,36.750001015,1755.0384
-107.999998638337,36.750001015,1755.0384
-107.958331968337,36.750001015,1750.1616
-107.916665298337,36.750001015,1773.0216
-107.874998628337,36.750001015,1780.9464
-107.833331958337,36.750001015,1760.22
-107.791665288337,36.750001015,1716.024
-107.749998618337,36.750001015,1858.9752
-107.708331948337,36.750001015,1920.24
-107.666665278337,36.750001015,1908.9624
-107.624998608337,36.750001015,1906.2192
-107.583331938337,36.750001015,1904.0856
-107.541665268337,36.750001015,2004.06
-107.499998598337,36.750001015,2054.9616
-107.458331928337,36.750001015,1990.0392
-107.416665258337,36.750001015,2013.204
-107.374998588337,36.750001015,2011.9848
-107.333331918337,36.750001015,2073.2496
-107.291665248337,36.750001015,2285.0856
-107.249998578337,36.750001015,2231.136
-107.208331908337,36.750001015,2146.0968
-107.166665238337,36.750001015,2162.2512
-107.124998568337,36.750001015,2200.9608
-107.083331898337,36.750001015,2285.0856
-107.041665228337,36.750001015,2323.1856
-106.999998558337,36.750001015,2283.2568
-106.958331888337,36.750001015,2320.1376
-106.916665218337,36.750001015,2390.2416
-106.874998548337,36.750001015,2271.9792
-106.833331878337,36.750001015,2560.0152
-106.791665208337,36.750001015,2328.9768
-106.749998538337,36.750001015,2377.1352
-106.708331868337,36.750001015,2438.0952
-106.666665198337,36.750001015,2376.2208
-106.624998528337,36.750001015,2236.0128
-106.583331858337,36.750001015,2250.0336
-106.541665188337,36.750001015,2278.9896
-106.499998518337,36.750001015,2360.0664
-106.458331848337,36.750001015,2509.1136
-106.416665178337,36.750001015,2962.0464
-106.374998508337,36.750001015,2903.22
-106.333331838337,36.750001015,3004.1088
-106.291665168337,36.750001015,3138.2208
-106.249998498337,36.750001015,3120.2376
-106.208331828337,36.750001015,2942.2344
-106.166665158337,36.750001015,2804.16
-106.124998488337,36.750001015,2847.1368
-106.083331818337,36.750001015,2750.2104
-106.041665148337,36.750001015,2631.0336
-105.999998478337,36.750001015,2551.176
-105.958331808337,36.750001015,2617.0128
-105.916665138337,36.750001015,2474.0616
-105.874998468337,36.750001015,2389.0224
-105.833331798337,36.750001015,2404.2624
-105.791665128337,36.750001015,2742.2856
-105.749998458337,36.750001015,2378.964
-105.708331788337,36.750001015,2464.0032
-105.666665118337,36.750001015,2280.2088
-105.624998448337,36.750001015,2422.2456
-105.583331778337,36.750001015,2408.2248
-105.541665108337,36.750001015,3039.1608
-105.499998438337,36.750001015,2962.0464
-105.458331768337,36.750001015,3002.28
-105.416665098337,36.750001015,3165.0432
-105.374998428337,36.750001015,3215.0304
-105.333331758337,36.750001015,3199.1808
-105.291665088337,36.750001015,2950.1592
-105.249998418337,36.750001015,2931.2616
-105.208331748337,36.750001015,2913.2784
-105.166665078337,36.750001015,2659.0752
-105.124998408337,36.750001015,2535.0216
-105.083331738337,36.750001015,2460.0408
-105.041665068337,36.750001015,2512.1616
-104.999998398337,36.750001015,2477.1096
-104.958331728337,36.750001015,2403.0432
-104.916665058337,36.750001015,2308.2504
-104.874998388337,36.750001015,2262.2256
-104.833331718337,36.750001015,2111.9592
-104.791665048337,36.750001015,2146.0968
-104.749998378337,36.750001015,2213.1528
-104.708331708337,36.750001015,2263.14
-104.666665038337,36.750001015,2198.2176
-104.624998368337,36.750001015,2064.1056
-104.583331698337,36.750001015,2063.1912
-104.541665028337,36.750001015,1956.2064
-104.499998358337,36.750001015,1924.2024
-104.458331688337,36.750001015,1896.1608
-104.416665018337,36.750001015,1892.1984
-104.374998348337,36.750001015,1926.9456
-104.333331678337,36.750001015,1995.2208
-104.291665008337,36.750001015,2008.0224
-104.249998338337,36.750001015,2074.164
-104.208331668337,36.750001015,2136.0384
-104.166664998337,36.750001015,2164.9944
-104.124998328337,36.750001015,2130.2472
-104.083331658337,36.750001015,2102.2056
-104.041664988337,36.750001015,2097.024
-103.999998318337,36.750001015,2099.1576
-103.958331648337,36.750001015,2096.1096
-103.916664978337,36.750001015,2072.0304
-103.874998308337,36.750001015,2103.12
-103.833331638337,36.750001015,2045.208
-103.791664968337,36.750001015,1965.96
-103.749998298337,36.750001015,1922.0688
-103.708331628337,36.750001015,1890.9792
-103.666664958337,36.750001015,1860.1944
-103.624998288337,36.750001015,1801.0632
-103.583331618337,36.750001015,1773.936
-103.541664948337,36.750001015,1746.1992
-103.499998278337,36.750001015,1696.212
-103.458331608337,36.750001015,1658.112
-103.416664938337,36.750001015,1637.9952
-103.374998268337,36.750001015,1623.9744
-103.333331598337,36.750001015,1613.0016
-103.291664928337,36.750001015,1609.0392
-103.249998258337,36.750001015,1572.1584
-103.208331588337,36.750001015,1545.0312
-103.166664918337,36.750001015,1518.2088
-103.124998248337,36.750001015,1495.9584
-103.083331578337,36.750001015,1474.0128
-103.041664908337,36.750001015,1452.9816
-102.999998238337,36.750001015,1442.0088
-102.958331568337,36.750001015,1433.1696
-102.916664898337,36.750001015,1412.1384
-102.874998228337,36.750001015,1408.176
-102.833331558337,36.750001015,1394.1552
-102.791664888337,36.750001015,1374.0384
-102.749998218337,36.750001015,1355.1408
-102.708331548337,36.750001015,1338.9864
-102.666664878337,36.750001015,1317.9552
-102.624998208337,36.750001015,1303.9344
-102.583331538337,36.750001015,1296.0096
-102.541664868337,36.750001015,1280.16
-102.499998198337,36.750001015,1267.0536
-102.458331528337,36.750001015,1253.0328
-102.416664858337,36.750001015,1241.1456
-102.374998188337,36.750001015,1230.1728
-102.333331518337,36.750001015,1220.1144
-102.291664848337,36.750001015,1214.0184
-102.249998178337,36.750001015,1200.912
-102.208331508337,36.750001015,1189.0248
-102.166664838337,36.750001015,1178.052
-102.124998168337,36.750001015,1164.9456
-102.083331498337,36.750001015,1146.9624
-102.041664828337,36.750001015,1128.0648
-101.999998158337,36.750001015,1106.1192
-101.958331488337,36.750001015,1091.184
-101.916664818337,36.750001015,1084.1736
-101.874998148337,36.750001015,1071.9816
-101.833331478337,36.750001015,1053.084
-101.791664808337,36.750001015,1036.0152
-101.749998138337,36.750001015,1020.1656
-101.708331468337,36.750001015,1015.8984
-101.666664798337,36.750001015,997.0008
-101.624998128337,36.750001015,982.0656
-101.583331458337,36.750001015,967.1304
-101.541664788337,36.750001015,946.0992
-101.499998118337,36.750001015,929.9448
-101.458331448337,36.750001015,935.1264
-101.416664778337,36.750001015,924.1536
-101.374998108337,36.750001015,911.9616
-101.333331438337,36.750001015,907.0848
-101.291664768337,36.750001015,881.1768
-101.249998098337,36.750001015,885.1392
-101.208331428337,36.750001015,888.1872
-101.166664758337,36.750001015,883.92
-101.124998088337,36.750001015,872.9472
-101.083331418337,36.750001015,864.108
-101.041664748337,36.750001015,858.012
-100.999998078337,36.750001015,846.1248
-100.958331408337,36.750001015,837.8952
-100.916664738337,36.750001015,824.1792
-100.874998068337,36.750001015,801.0144
-100.833331398337,36.750001015,794.9184
-100.791664728337,36.750001015,803.148
-100.749998058337,36.750001015,825.0936
-100.708331388337,36.750001015,807.1104
-100.666664718337,36.750001015,808.9392
-100.624998048337,36.750001015,815.9496
-100.583331378337,36.750001015,786.0792
-100.541664708337,36.750001015,787.908
-100.499998038337,36.750001015,776.0208
-100.458331368337,36.750001015,743.1024
-100.416664698337,36.750001015,765.9624
-100.374998028337,36.750001015,733.9584
-100.333331358337,36.750001015,744.9312
-100.291664688337,36.750001015,729.0816
-100.249998018337,36.750001015,733.044
-100.208331348337,36.750001015,707.136
-100.166664678337,36.750001015,701.04
-100.124998008337,36.750001015,697.0776
-100.083331338337,36.750001015,704.088
-100.041664668337,36.750001015,704.088
-99.999997998337,36.750001015,673.9128
-99.958331328337,36.750001015,654.1008
-99.916664658337,36.750001015,647.0904
-99.874997988337,36.750001015,651.0528
-99.833331318337,36.750001015,669.036
-99.791664648337,36.750001015,672.084
-99.749997978337,36.750001015,675.132
-99.708331308337,36.750001015,646.176
-99.666664638337,36.750001015,612.9528
-99.624997968337,36.750001015,605.9424
-99.583331298337,36.750001015,591.9216
-99.541664628337,36.750001015,576.072
-99.499997958337,36.750001015,557.1744
-99.458331288337,36.750001015,541.02
-99.416664618337,36.750001015,522.1224
-99.374997948337,36.750001015,530.0472
-99.333331278337,36.750001015,516.9408
-99.291664608337,36.750001015,519.0744
-99.249997938337,36.750001015,523.0368
-99.208331268337,36.750001015,516.0264
-99.166664598337,36.750001015,516.0264
-99.124997928337,36.750001015,504.1392
-99.083331258337,36.750001015,479.1456
-99.041664588337,36.750001015,488.8992
-98.999997918337,36.750001015,515.112
-110.999998878337,36.791667685,1633.1184
-110.958332208337,36.791667685,1700.1744
-110.916665538337,36.791667685,1634.9472
-110.874998868337,36.791667685,1627.9368
-110.833332198337,36.791667685,1623.06
-110.791665528337,36.791667685,1811.1216
-110.749998858337,36.791667685,1850.136
-110.708332188337,36.791667685,2103.12
-110.666665518337,36.791667685,2161.032
-110.624998848337,36.791667685,2232.9648
-110.583332178337,36.791667685,2261.0064
-110.541665508337,36.791667685,2232.9648
-110.499998838337,36.791667685,2246.9856
-110.458332168337,36.791667685,2214.0672
-110.416665498337,36.791667685,2066.2392
-110.374998828337,36.791667685,1890.0648
-110.333332158337,36.791667685,1893.1128
-110.291665488337,36.791667685,1940.052
-110.249998818337,36.791667685,1751.9904
-110.208332148337,36.791667685,1705.9656
-110.166665478337,36.791667685,1704.1368
-110.124998808337,36.791667685,1654.1496
-110.083332138337,36.791667685,1648.0536
-110.041665468337,36.791667685,1604.1624
-109.999998798337,36.791667685,1577.0352
-109.958332128337,36.791667685,1566.0624
-109.916665458337,36.791667685,1580.9976
-109.874998788337,36.791667685,1573.9872
-109.833332118337,36.791667685,1587.0936
-109.791665448337,36.791667685,1588.008
-109.749998778337,36.791667685,1526.1336
-109.708332108337,36.791667685,1543.2024
-109.666665438337,36.791667685,1512.1128
-109.624998768337,36.791667685,1601.1144
-109.583332098337,36.791667685,1659.9408
-109.541665428337,36.791667685,1691.0304
-109.499998758337,36.791667685,1698.9552
-109.458332088337,36.791667685,1636.1664
-109.416665418337,36.791667685,1643.1768
-109.374998748337,36.791667685,1711.1472
-109.333332078337,36.791667685,1778.2032
-109.291665408337,36.791667685,1872.0816
-109.249998738337,36.791667685,2196.084
-109.208332068337,36.791667685,2553.0048
-109.166665398337,36.791667685,2739.2376
-109.124998728337,36.791667685,2520.0864
-109.083332058337,36.791667685,2139.0864
-109.041665388337,36.791667685,1830.0192
-108.999998718337,36.791667685,1700.1744
-108.958332048337,36.791667685,1582.2168
-108.916665378337,36.791667685,1580.0832
-108.874998708337,36.791667685,1582.2168
-108.833332038337,36.791667685,1525.2192
-108.791665368337,36.791667685,1559.9664
-108.749998698337,36.791667685,1527.048
-108.708332028337,36.791667685,1495.9584
-108.666665358337,36.791667685,1537.1064
-108.624998688337,36.791667685,1559.9664
-108.583332018337,36.791667685,1566.0624
-108.541665348337,36.791667685,1614.2208
-108.499998678337,36.791667685,1616.964
-108.458332008337,36.791667685,1623.06
-108.416665338337,36.791667685,1595.0184
-108.374998668337,36.791667685,1636.1664
-108.333331998337,36.791667685,1696.212
-108.291665328337,36.791667685,1716.024
-108.249998658337,36.791667685,1698.9552
-108.208331988337,36.791667685,1690.116
-108.166665318337,36.791667685,1762.0488
-108.124998648337,36.791667685,1726.9968
-108.083331978337,36.791667685,1682.1912
-108.041665308337,36.791667685,1732.1784
-107.999998638337,36.791667685,1783.08
-107.958331968337,36.791667685,1835.2008
-107.916665298337,36.791667685,1890.0648
-107.874998628337,36.791667685,1903.1712
-107.833331958337,36.791667685,1903.1712
-107.791665288337,36.791667685,1819.0464
-107.749998618337,36.791667685,1801.9776
-107.708331948337,36.791667685,1761.1344
-107.666665278337,36.791667685,1837.0296
-107.624998608337,36.791667685,1896.1608
-107.583331938337,36.791667685,1997.964
-107.541665268337,36.791667685,1939.1376
-107.499998598337,36.791667685,1956.2064
-107.458331928337,36.791667685,1975.104
-107.416665258337,36.791667685,1974.1896
-107.374998588337,36.791667685,1979.0664
-107.333331918337,36.791667685,2049.1704
-107.291665248337,36.791667685,2229.0024
-107.249998578337,36.791667685,2288.1336
-107.208331908337,36.791667685,2207.0568
-107.166665238337,36.791667685,2214.9816
-107.124998568337,36.791667685,2198.2176
-107.083331898337,36.791667685,2264.0544
-107.041665228337,36.791667685,2327.148
-106.999998558337,36.791667685,2413.1016
-106.958331888337,36.791667685,2454.2496
-106.916665218337,36.791667685,2399.9952
-106.874998548337,36.791667685,2378.0496
-106.833331878337,36.791667685,2477.1096
-106.791665208337,36.791667685,2433.2184
-106.749998538337,36.791667685,2568.2448
-106.708331868337,36.791667685,2420.112
-106.666665198337,36.791667685,2314.0416
-106.624998528337,36.791667685,2262.2256
-106.583331858337,36.791667685,2289.048
-106.541665188337,36.791667685,2367.9912
-106.499998518337,36.791667685,2677.0584
-106.458331848337,36.791667685,2909.0112
-106.416665178337,36.791667685,3094.0248
-106.374998508337,36.791667685,3127.248
-106.333331838337,36.791667685,3048
-106.291665168337,36.791667685,3064.1544
-106.249998498337,36.791667685,3072.0792
-106.208331828337,36.791667685,2939.1864
-106.166665158337,36.791667685,3042.2088
-106.124998488337,36.791667685,2889.1992
-106.083331818337,36.791667685,2745.0288
-106.041665148337,36.791667685,2627.0712
-105.999998478337,36.791667685,2570.0736
-105.958331808337,36.791667685,2544.1656
-105.916665138337,36.791667685,2467.0512
-105.874998468337,36.791667685,2378.0496
-105.833331798337,36.791667685,2359.152
-105.791665128337,36.791667685,2409.1392
-105.749998458337,36.791667685,2330.196
-105.708331788337,36.791667685,2294.2296
-105.666665118337,36.791667685,2264.9688
-105.624998448337,36.791667685,2288.1336
-105.583331778337,36.791667685,2396.0328
-105.541665108337,36.791667685,2908.0968
-105.499998438337,36.791667685,3590.2392
-105.458331768337,36.791667685,3558.2352
-105.416665098337,36.791667685,3332.0736
-105.374998428337,36.791667685,3230.2704
-105.333331758337,36.791667685,3188.208
-105.291665088337,36.791667685,2845.0032
-105.249998418337,36.791667685,3042.2088
-105.208331748337,36.791667685,3105.3024
-105.166665078337,36.791667685,2696.2608
-105.124998408337,36.791667685,2521.0008
-105.083331738337,36.791667685,2522.22
-105.041665068337,36.791667685,2545.08
-104.999998398337,36.791667685,2504.2368
-104.958331728337,36.791667685,2391.156
